ProductKey,OrderDateKey,CustomerKey,CurrencyKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight
313,20110116,16348,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
347,20110116,11027,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
314,20110117,13260,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110117,16515,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
345,20110117,11018,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
326,20110117,25252,6,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
311,20110118,11599,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110118,16495,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110118,16516,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110118,16620,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110119,27667,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110119,11601,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110119,11607,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
344,20110119,29385,29,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
351,20110119,11239,98,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
351,20110119,25865,100,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
344,20110119,25857,100,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
314,20110119,16484,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110119,16623,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
344,20110119,11000,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
347,20110119,11029,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
312,20110120,27615,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
342,20110120,17956,39,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
312,20110120,16345,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110120,16521,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110120,16636,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110121,21710,19,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110121,13583,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110121,11593,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110122,21741,19,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110122,13585,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
328,20110122,14510,100,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
312,20110122,16523,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110123,11611,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110123,13259,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110123,16350,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
345,20110123,11004,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
346,20110123,11026,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
312,20110124,27662,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
350,20110124,28390,39,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
350,20110124,25866,100,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
311,20110124,16494,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110124,16496,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110124,16519,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110124,16528,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
346,20110124,11006,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
312,20110125,27651,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110125,27663,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110125,27669,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
342,20110125,19942,98,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
338,20110125,14558,100,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
313,20110125,16349,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
348,20110125,11008,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
338,20110125,25250,6,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
310,20110126,27605,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110126,27611,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110126,16347,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
349,20110126,11028,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
310,20110126,13584,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110127,21727,19,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
348,20110127,28393,39,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
348,20110127,19802,19,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
324,20110127,26620,19,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
350,20110127,11009,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
313,20110128,27641,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110128,27673,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
326,20110128,17957,39,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
314,20110128,13406,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110128,16630,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110129,22041,19,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110129,12124,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110129,28066,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110129,16743,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110129,13546,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110130,28018,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110130,12132,39,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110130,16661,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
351,20110131,11055,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
314,20110131,16662,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110131,16740,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
322,20110131,25270,6,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
312,20110201,28038,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110201,13548,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110201,16741,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
347,20110201,11031,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
346,20110201,11034,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
334,20110202,20048,98,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
311,20110202,28065,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110202,17047,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110202,16686,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110202,16659,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
336,20110202,25294,6,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
314,20110203,13600,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110203,17051,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
338,20110203,14565,100,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
344,20110203,11054,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
310,20110203,16675,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110203,16687,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110203,16712,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
345,20110203,11047,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
310,20110204,27726,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110204,28014,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110204,16696,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110204,16639,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
342,20110205,20049,98,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
311,20110205,13602,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110205,13661,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
344,20110205,11030,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
313,20110206,28068,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110206,16658,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
348,20110206,11035,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
349,20110206,11046,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
311,20110207,28031,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110207,28076,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110207,16685,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110207,16745,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
351,20110207,11038,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
347,20110207,11039,6,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
313,20110208,28040,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110208,28067,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110208,28071,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110208,16684,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110208,16657,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110209,21939,19,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110209,28039,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110209,13687,98,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110209,13540,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110209,28063,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110209,16703,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110210,28030,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
322,20110210,14576,100,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
351,20110210,11048,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
314,20110210,16664,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
342,20110210,25271,6,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
314,20110211,28017,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110211,13545,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110211,13515,29,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110211,28070,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110212,28042,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
344,20110212,11244,98,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
312,20110212,28083,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
344,20110212,25872,100,1,3399.99,3399.99,0.0,0.0,1912.1544,1912.1544,3399.99,271.9992,84.9998
310,20110212,16660,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110212,16638,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110214,16929,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110215,27681,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,20110215,21813,19,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110215,27920,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,20110215,28022,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
348,20110215,11033,6,1,3374.99,3374.99,0.0,0.0,1898.0944,1898.0944,3374.99,269.9992,84.3748
311,20110215,28047,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,20110216,27918,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,20110216,28044,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
336,20110216,14572,100,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
342,20110216,19325,29,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
310,20110216,28061,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
334,20110216,26629,19,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
310,20110216,16744,6,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
320,20110216,25555,6,1,699.0982,699.0982,0.0,0.0,413.1463,413.1463,699.0982,55.9279,17.4775
312,20110217,27678,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,20110217,27759,100,1,3578.27,3578.27,0.0,0.0,2171.2942,2171.2942,3578.27,286.2616,89.4568
